客户编号,客户姓名,证件类型,证件号码,出生日期,客户性别,婚姻状况,教育程度,客户职业,联系电话,电子邮件,居住状态,居住地址,银行卡号,开户银行,卡种代码,卡种名称,创建机构,创建柜员,创建日期,创建时间
070710980760,毛乔平,0,320621196910277591,1969-10-27,0,2,0,6,17657631316,-6qIoq@outlook.com,2,福建省莆田市兴阳街7397号,4213494976764142,中国建设银行,1,借记卡,07072940,7312,2011-10-09,22:44:35
271056216469,吕渺,0,341221196012061417,1960-12-06,0,2,1,0,13955124880,qB17Te_@vip.sina.com,4,甘肃省兰州市王府大街991号,6229586844498675,永亨银行,1,借记卡,27107031,0586,2017-04-13,08:57:59
350057679286,秦滨,0,22010519851121150X,1985-11-21,1,2,0,5,17842144198,O1B3Gcf@chinamail.com,4,江苏省苏州市金融街969号,6283705759433450,中信银行,2,贷记卡,35006553,0542,2011-05-01,22:35:58
470090070985,卞少,0,331081196808184416,1968-08-18,0,1,3,7,17600413290,IqiCSVF@chinamail.com,0,新疆维吾尔自治区伊犁市红卫路54号,6225066112677719453,陕西省农村信用社联合社,1,借记卡,47002085,2372,2010-06-14,11:10:45
121100993253,吕年,0,440811197009208295,1970-09-20,0,0,1,7,15698249738,sYAT_Zj@vip.sina.com,4,广西壮族自治区河池市天化街299号,6011280211651189,Discover Financial Services.Inc,2,贷记卡,12116270,0664,2010-03-14,06:53:36
300832171803,窦乔平,0,140101197910306872,1979-10-30,0,0,2,7,14515294067,EMcpE1sJ8@qq.com,3,云南省德宏市中山大道3号,4563519327868795976,中国银行,1,借记卡,30086311,7824,2015-06-03,23:50:10
121123510173,祁光,0,532930197503318681,1975-03-31,1,2,1,3,18292198445,1p3ZOqC@sian.com.cn,2,新疆维吾尔自治区博尔塔拉市人民广场44号,6214643001255252,中国工商银行卡拉奇分行,1,借记卡,12119196,7385,2016-09-06,17:57:35
171836044000,余永忠,0,510181198104023961,1981-04-02,1,1,1,6,18592940237,-110Tl-@me.com,1,云南省怒江市民航路9号,6231996608353848766,凉山州商业银行,1,借记卡,17180563,7988,2014-10-23,20:27:19
070976379982,卞诗,0,65402319760310322X,1976-03-10,1,0,0,3,19874913215,Sd3fYbdvhS@139.com,1,湖南省长沙市中大街649号,5359162258721582,中国农业银行,3,准贷记卡,07090725,7252,2012-01-28,15:29:04
061430481322,卞琼,0,130432198901077100,1989-01-07,1,2,4,6,17044743739,2W5N6J96dN@outlook.com,4,辽宁省辽阳市体育广场9号,6225637968158478822,德阳银行,1,借记卡,06144913,8505,2012-06-12,11:29:58
251628102368,祁小桥,0,610523199911273031,1999-11-27,0,0,1,0,13892013553,Cfq8-C0Fh4@189.cn,2,福建省莆田市中大街6945号,6221484738606462,上海银行,2,贷记卡,25161347,0596,2016-11-30,17:18:18
191572490173,曹青平,0,140901196810162276,1968-10-16,0,1,4,3,13583741977,poCq3LSMN4@126.com,3,河南省濮阳市归化路7号,6259178575047450,中国工商银行新加坡分行,2,贷记卡,19153771,0156,2011-06-17,17:31:30
161044645579,杨小荣,0,623025199707073825,1997-07-07,1,2,3,2,18126263965,igDc2So4@vip.sohu.com,3,云南省临沧市教场路89号,6270666938488499,平安银行,1,借记卡,16102992,9643,2013-02-26,15:45:34
251796832872,唐玉铭,0,340221198804151689,1988-04-15,1,0,3,5,13821507450,2DofnM8@yeah.net,2,安徽省巢湖市黄河路133号,6229948942027063,渣打银行(中国),1,借记卡,25177055,1320,2016-04-05,07:33:35
151161351330,柳双江,0,620102196401197272,1964-01-19,0,0,2,0,19194820750,vMh4SqnUpT@me.com,4,安徽省阜阳市马列大道42号,6217888806204337423,中国银行,1,借记卡,15113338,5053,2015-10-02,10:30:11
110439385173,纪雁平,0,350124198002127316,1980-02-12,0,0,3,0,13637157766,EFkO7Jxj@yeah.net,4,河南省许昌市人民广场977号,6233183043579753385,东亚银行,1,借记卡,11041489,3534,2017-06-10,01:46:17
050451966370,毕亚萍,0,610582199901221051,1999-01-22,0,0,0,2,14882739703,-OTi5siYg7@126.com,0,山东省潍坊市迎泽大街394号,623002441072055281,中国工商银行,1,借记卡,05040881,0191,2017-10-05,03:39:18
160652577141,方大卫,0,320111196105049510,1961-05-04,0,0,3,4,15298068046,fG3Z4mh22@wo.com.cn,3,山西省阳泉市正阳路98号,6213500013997891222,延寿融兴村镇银行,1,借记卡,16060287,3628,2015-09-01,17:13:02
231954512147,张小娃,0,530422197610295818,1976-10-29,0,2,3,3,15537171003,IOW3mEcGTW@189.cn,4,河北省廊坊市平安大道8957号,6011287855736002,Discover Financial Services.Inc,2,贷记卡,23197984,3563,2012-02-07,21:11:59
240959353885,费知行,0,340405198307046037,1983-07-04,0,0,2,4,18670899303,TtTEmgesmy@icloud.com,1,天津市市府路755号,6217610849100781,中国工商银行加拿大分行,1,借记卡,24099362,5180,2016-06-13,17:41:24
220137214685,郝大力,0,330782196908314082,1969-08-31,1,0,0,7,18293753826,I21AnSiV3_@wo.com.cn,4,陕西省渭南市流花西路59号,6213500122923062616,重庆大渡口融兴村镇银行,1,借记卡,22012173,5144,2013-12-04,07:32:44
200883026911,尹有礼,0,659004198109176298,1981-09-17,0,2,0,1,18499762044,ztn-JWx6Y5@21cn.com,1,湖北省恩施市流花西路35号,4367387349219386,中国建设银行,2,贷记卡,20084017,6218,2017-11-10,19:14:08
271397251753,韩辛,0,610722199611142958,1996-11-14,0,0,2,5,13993188443,43MXE_krwK@sohu.com,2,湖南省永州市中山大道2号,6210663677984943755,北京农村商业银行,1,借记卡,27132990,5582,2016-08-01,02:24:57
131554630925,柏大乔,0,440101199711208823,1997-11-20,1,2,2,1,14743200672,SXWqhG50@yeah.net,4,辽宁省辽阳市鼓楼北大街53号,5183646890609892,广发银行,2,贷记卡,13159393,5684,2010-04-19,10:15:27
181831069237,卞辛,0,500103197608053587,1976-08-05,1,2,3,4,15354106297,Z_kMALvqAS@wo.com.cn,2,新疆维吾尔自治区伊犁市大中里52号,621502130433323475,中国工商银行,1,借记卡,18184293,0923,2012-05-15,06:10:10
050863885755,倪小计,0,370212199609027109,1996-09-02,1,2,4,3,18076154893,Eyt3pYqG4@126.com,0,云南省德宏市王府大街5435号,9000001643866674937,中国工商银行,1,借记卡,05082044,8745,2012-08-08,10:14:04
050679481612,严梦媛,0,533122196408178732,1964-08-17,0,1,2,5,15695770561,63IefgsYrn@sohu.com,2,甘肃省兰州市平安大道9913号,6214864255433995,招商银行,1,借记卡,05069101,2443,2015-06-23,06:55:22
271218931255,汤小河,0,360923197401157269,1974-01-15,1,1,2,6,14812295411,qJoL-PE@tom.com,1,四川省自贡市蜀兴路5号,6216351013940614559,象山国民村镇银行,1,借记卡,27128583,7798,2015-07-01,13:16:41
071539654684,祁民达,0,230703196306254183,1963-06-25,1,0,3,1,13495485025,n-fEUJJEv@126.com,4,山东省泰安市兴阳街26号,6011378247150992,Discover Financial Services.Inc,2,贷记卡,07156241,8562,2017-10-21,07:02:24
231943354981,韩洲,0,350624199608178267,1996-08-17,1,1,1,6,15324972108,49c7TR@wo.com.cn,1,江西省上饶市白塔寺路6号,6223370663433253,连云港市商业银行,1,借记卡,23196215,5627,2013-11-12,16:40:18
040859556652,唐觉,0,330624197801103395,1978-01-10,0,1,3,0,13685699152,TIRYrtA@chinamail.com,0,福建省厦门市民航路8647号,4580671864508641,中国工商银行,2,贷记卡,04088833,8217,2012-03-18,00:16:04
170626120532,陈志平,0,611025198412105190,1984-12-10,0,2,3,5,14713018898,CUc9FM@163.com,1,湖南省益阳市白塔寺路4号,622960794134876389,邯郸市商业银行,1,借记卡,17062878,9120,2013-02-16,15:18:36
140766292838,鲍欣,0,320581198702249422,1987-02-24,1,1,4,2,13481648546,qBAexGf0@outlook.com,1,辽宁省阜新市中山大道2676号,6282341920833856,威海市商业银行,2,贷记卡,14075930,4645,2011-06-25,14:31:40
061321619582,苗自强,0,510115198712271869,1987-12-27,1,0,4,7,19885841797,Vb3jYNfbY@189.cn,0,湖南省益阳市人民东路389号,6213930019328412729,梅县客家村镇银行,1,借记卡,06132465,5401,2016-01-22,01:54:36
200809999556,章晓凤,0,654324198306047900,1983-06-04,1,1,3,4,17746203393,qp7u8wkL@chinamail.com,1,江苏省南京市站前街473号,4720675814632709,民生银行,1,借记卡,20081616,8148,2016-11-10,07:19:16
160462445806,卞家印,0,140923197702211336,1977-02-21,0,0,0,2,18487234004,kcLm_GL@sohu.com,2,广东省茂名市东二旗591号,6223546722607355,Bangkok Bank Pcl,2,贷记卡,16045206,2538,2012-08-05,03:44:33
120664085903,任蕾,0,361121196507026750,1965-07-02,0,1,4,6,18815162154,qI7CF4-R@aliyun.com,0,云南省大理市天化街5348号,6011394087167616,Discover Financial Services.Inc,2,贷记卡,12060977,4815,2017-12-21,04:02:41
251437187850,严丽丽,0,230701196107189566,1961-07-18,1,2,1,3,14729398754,ptiif9UFS_@139.com,2,河南省商丘市红卫路4952号,6230407872306259,中国银行(香港),1,借记卡,25147818,8863,2016-10-26,19:18:30
160736940680,禹小霞,0,330824199504021676,1995-04-02,0,2,4,1,15378183374,07GG3JVw@21cn.com,3,甘肃省定西市前卫场527号,6212881691842688736,中国工商银行,1,借记卡,16078247,3717,2011-01-10,15:25:00
150442730037,梁星星,0,420804197704146673,1977-04-14,0,1,2,7,17059979939,7hKJ-yC@21cn.com,1,江苏省苏州市归化路6号,6216800114140353,云南香格里拉渝农商村镇银行,1,借记卡,15049680,5045,2016-11-25,10:38:45
120601383323,殷冬,0,42010719700521560X,1970-05-21,1,2,1,6,16723323552,FkoCUZ5lRW@163.com,0,广东省湛江市和平大道3872号,6221279890027214893,福建省农村信用社联合社,1,借记卡,12062127,9638,2013-12-31,09:52:23
270379434926,何小洋,0,610722197204096342,1972-04-09,1,2,0,7,17312749000,hDC8RL-b@vip.sina.com,2,河北省邯郸市流花西路276号,622007899114905853,中国工商银行,1,借记卡,27039810,4397,2016-04-14,01:59:22
120917651965,彭迅,0,530601196802267656,1968-02-26,0,0,1,3,15651454189,1eg1e9H1@189.cn,1,河北省张家口市民航路833号,9001050202928441,青岛农信,1,借记卡,12092774,5804,2013-07-20,00:26:21
231468693907,何桥,0,220284196008175881,1960-08-17,1,0,3,2,18403399443,Vhqteq8pd3@sohu.com,1,江苏省泰州市解放西路744号,5240118418023916,招商银行,1,借记卡,23142143,9477,2014-01-24,20:50:41
260236710326,酆川,0,542424197407014407,1974-07-01,1,1,4,4,13742525609,FdAb68b4@chinamail.com,3,江西省南昌市金融街97号,6259750644800026,光大银行,2,贷记卡,26027300,0169,2016-08-05,15:33:49
040909744888,吕东,0,430103198207314666,1982-07-31,1,1,2,1,14637091354,2AvJFEo0M@sian.com.cn,0,江苏省南京市幸福大街1号,6231689567302893939,保定银行,1,借记卡,04091577,2976,2014-04-14,08:36:33
170917624577,熊新,0,450125197904096067,1979-04-09,1,1,2,1,13247954990,8nruV8u3rR@me.com,0,黑龙江省黑河市四马路3171号,6229968276220328830,成都银行,1,借记卡,17094628,9617,2012-08-08,21:53:58
170870889286,施煜,0,23022919820209239X,1982-02-09,0,0,4,7,13098913574,2mEhxxwD@chinamail.com,1,云南省怒江市团结湖路1号,6034456402824339303,广州银行,1,借记卡,17082423,1025,2016-08-08,17:34:38
070905150894,傅小曼,0,210781199907269347,1999-07-26,1,1,1,0,18709100638,3tuuh3Pv@sian.com.cn,4,宁夏回族自治区固原市红卫路3号,6200793465629181,Commercial Bank of DubaI,1,借记卡,07094226,7432,2012-04-09,19:18:52
200888542308,董大年,0,420581197011208700,1970-11-20,1,0,2,7,14736055124,KuO8Xpt8@me.com,2,安徽省淮北市人民东路6号,6200792453086024,Commercial Bank of DubaI,1,借记卡,20089436,7431,2017-05-05,00:57:33
111160943146,梁小米,0,331101196302177730,1963-02-17,0,0,4,5,18627202293,pb_v38@126.com,2,新疆维吾尔自治区塔城市中大街8号,6508332948014742,Discover Financial Services.Inc,2,贷记卡,11119429,7675,2013-05-25,09:47:34
190679879256,齐萍,0,222404197111144851,1971-11-14,0,1,1,1,17184972028,0SdXbh1@gmail.com,2,辽宁省阜新市鼓楼北大街554号,6282201947597688,重庆银行,2,贷记卡,19067245,6124,2014-09-10,04:07:46
201944260919,萧伦,0,320701197409019630,1974-09-01,0,0,0,5,13978045865,wyr1DO@sian.com.cn,4,新疆维吾尔自治区石河子市人民广场1号,6282487740677864,吴江农商行,2,贷记卡,20193905,4872,2012-10-30,21:10:25
130758307196,费小远,0,510802199907134056,1999-07-13,0,2,1,2,13195508916,Kz7iTnUj@icloud.com,2,北京市东城区嵩阳街414号,6283116247822157,齐商银行,2,贷记卡,13074075,1746,2011-04-23,02:07:40
251258774324,纪亚平,0,511825200011162936,2000-11-16,0,0,0,1,15257806606,VqgjPu@sian.com.cn,2,广东省珠海市中山大道7853号,6226132205452101,重庆银行,2,贷记卡,25126036,3564,2013-12-01,20:31:33
360215727031,薛建英,0,640502197404293729,1974-04-29,1,2,0,4,18010535310,jq49Ikz@wo.com.cn,4,浙江省衢州市鼓楼北大街8984号,5442430755101114,中国农业银行,2,贷记卡,36023247,7846,2013-11-14,10:19:06
210327988841,酆丽娜,0,620321199209035816,1992-09-03,0,0,0,2,19938956569,gB29p9i@chinaren.com,3,山东省滨州市教场路72号,6228211716826538396,中国农业银行,1,借记卡,21039895,5184,2015-12-24,15:55:42
210264846821,黄平安,0,430204199005047121,1990-05-04,1,1,1,3,17178599072,MDIc7Mei@vip.sohu.com,0,广东省佛山市秦蜀路15号,621326763140167753,中山小榄村镇银行,1,借记卡,21026352,9611,2014-02-15,21:12:07
240737405072,陶香,0,330726196609067260,1966-09-06,1,1,4,5,18065020072,H5lMCB11_P@chinaren.com,0,广东省佛山市解放东路95号,6283052777362753,南昌银行,2,贷记卡,24073492,2872,2017-08-08,22:57:10
300597848985,贺志丹,0,130184197805148971,1978-05-14,0,0,1,6,13635305139,yeKRe0cWdo@shouji.163.com,1,广东省广州市工人大道9号,5527942077291348,广发银行,2,贷记卡,30051074,9865,2016-04-24,03:42:33
161320673570,康小米,0,654324196803102756,1968-03-10,0,0,0,2,13721898657,DT4AIJN@aliyun.com,4,广西壮族自治区百色市平安大道4号,6223764394248537,恒生银行,2,贷记卡,16133201,9086,2015-06-16,22:43:46
131472461790,秦大乔,0,37110119680907843X,1968-09-07,0,1,1,4,15119964218,t1PRt7@qq.com,0,广东省汕尾市前卫场42号,6230186637980317558,中国农业银行,1,借记卡,13147245,3479,2013-08-22,04:36:27
260577654452,郎小燕,0,610923197205226660,1972-05-22,1,1,4,1,17706672750,rdLBImZq@sohu.com,0,陕西省汉中市振兴路141号,6213650035073808620,安徽蒙城湖商村镇银行,1,借记卡,26053839,2435,2014-01-31,01:54:01
071112782558,唐晓朋,0,230601196603167328,1966-03-16,1,0,3,4,17115036726,FuYA14@gmail.com,0,山东省荷泽市嵩阳街468号,5482599710611093,中国工商银行,1,借记卡,07112792,4534,2017-10-12,07:41:33
200586392251,鲍蓓,0,411522199605219085,1996-05-21,1,1,0,2,18598608631,wFDq3K-2@139.com,3,山东省泰安市红卫路2845号,6011394518109450,Discover Financial Services.Inc,2,贷记卡,20050482,2087,2017-09-06,22:06:39
110495330582,于剑,0,320505198304261200,1983-04-26,1,2,0,3,15583317049,zRZuUv6@sohu.com,2,安徽省六安市迎泽大街866号,6011389961441632,Discover Financial Services.Inc,2,贷记卡,11042777,8656,2012-12-24,00:36:05
181413292188,喻小河,0,510682198502202862,1985-02-20,1,0,0,5,17332802507,pxqsjO@tom.com,2,新疆维吾尔自治区伊犁市嵩阳街46号,3563928751096251,中信银行,2,贷记卡,18142262,3279,2013-10-05,07:27:47
190450288732,董蕊,0,620524196812258245,1968-12-25,1,2,4,2,18580348635,vuJHxN9FI@sian.com.cn,3,辽宁省丹东市正阳路56号,622715377484162879,中国工商银行,1,借记卡,19048480,3045,2017-09-16,18:49:49
121096489678,汤蕾,0,410201196911043011,1969-11-04,0,1,3,4,15682843351,YZOlzPvw@gmail.com,4,河南省三门峡市中大街2号,94004102567872745,洛阳银行,1,借记卡,12106697,6979,2016-09-12,08:55:54
271199731274,吴跃,0,611024196509093493,1965-09-09,0,2,3,7,19157486197,0EjMG-W@21cn.com,1,贵州省兴义市兴阳街2338号,6255165635067549,成都农村商业银行,3,准贷记卡,27110060,9843,2012-05-29,21:16:31
251791139685,酆胜利,0,421123196908305020,1969-08-30,1,2,2,3,19843065160,4FniOVHYk3@outlook.com,3,江苏省扬州市市府路565号,6200486160384711,中银通商务支付,4,预付费卡,25177151,7394,2012-05-21,02:13:39
190572292872,范联,0,210201196811123165,1968-11-12,1,1,2,0,18519502107,Gd-1Er@263.net,4,安徽省淮北市红卫路9774号,6011268649984058,Discover Financial Services.Inc,2,贷记卡,19053476,4952,2011-10-29,20:00:40
191338007115,许枫,0,431102198002103755,1980-02-10,0,2,4,3,18509713877,htbC0Byp_@yeah.net,4,上海市红卫路23号,5448877968140996,中国建设银行,2,贷记卡,19133613,0180,2012-07-02,08:32:24
130323537433,苏朝辉,0,620602197211114941,1972-11-11,1,2,2,2,13662575973,prBrcHK1O@sohu.com,2,四川省内江市和平大道1314号,6216007452797878545,厦门银行,1,借记卡,13036182,1701,2013-04-17,11:05:33
061117726464,戚亦凡,0,150824197805205492,1978-05-20,0,2,0,1,18936118340,_ZsKdW8@wo.com.cn,1,浙江省台州市正阳路3号,6282814888801305,长沙银行,2,贷记卡,06118308,8690,2012-03-23,13:39:24
270970671811,姜声,0,230503198010279259,1980-10-27,0,1,1,1,18099417754,_kWrey@shouji.163.com,3,云南省红河市大中里7781号,4096717989113127,中国银行,2,贷记卡,27094462,3014,2016-03-26,04:58:24
251061354342,酆晓达,0,320501198411014496,1984-11-01,0,0,3,2,18817492486,A7v3Ry7@21cn.com,2,山东省烟台市中山大道63号,6212386119385983439,邢台银行,1,借记卡,25100796,5863,2010-04-27,21:16:38
181427634600,方小彤,0,430201196312123451,1963-12-12,0,1,1,7,15583210273,J7J80d@aliyun.com,1,江苏省镇江市鼓楼北大街31号,4682038716922205,招商银行,1,借记卡,18149168,0476,2015-03-17,09:17:21
091074957874,祝小立,0,350101198404304966,1984-04-30,1,2,0,7,18172839405,CRCzqm@263.net,4,海南省三亚市鼓楼北大街54号,6200251654322902,中国银行(澳大利亚),4,预付费卡,09104782,2325,2015-06-14,00:52:34
240827102945,魏亚国,0,511102198912228952,1989-12-22,0,0,4,1,15904387112,97nl1H8@icloud.com,0,甘肃省临夏市康城街851号,621105984921472660,中国工商银行,1,借记卡,24081115,5078,2016-09-19,12:56:20
111169496059,柏年,0,411502199505241618,1995-05-24,0,2,3,0,16790050805,vmwqt6F9@shouji.163.com,3,吉林省白城市兴阳街216号,624200607140322741,中国工商银行,1,借记卡,11112579,9297,2013-05-03,14:44:58
150943743448,窦晓晨,0,150521197305264968,1973-05-26,1,1,3,2,19142728298,i53j1gd1@aliyun.com,3,内蒙古自治区满洲里市鼓楼北大街28号,6230886043794139887,成都农村商业银行,1,借记卡,15096602,3256,2016-12-18,18:59:04
231997394152,冯小娜,0,211005198801304652,1988-01-30,0,0,0,3,18785450641,tvOu1HJeD@263.net,4,吉林省白城市康城街69号,622315938931227666,中国工商银行,1,借记卡,23190769,4136,2013-05-14,17:17:16
131253126749,祝建忠,0,360733196905128960,1969-05-12,1,0,3,0,15743093257,bqDb-FD3@sian.com.cn,3,湖南省永州市安城街35号,6229337616421163896,东亚银行(中国),1,借记卡,13124416,5897,2016-07-20,07:32:18
161730776140,彭平安,0,62102219910529403X,1991-05-29,0,1,2,0,19871982631,2dweuOLW@icloud.com,4,江苏省泰州市平安大道84号,6217191823946234,中国工商银行新加坡分行,1,借记卡,16176754,3290,2015-03-26,08:20:49
090202992184,齐旭,0,421022199309199731,1993-09-19,0,0,4,5,15709157858,1NHAjmz@qq.com,1,河南省漯河市站前街9762号,6011398885886244,Discover Financial Services.Inc,2,贷记卡,09020440,2506,2012-06-16,02:42:48
260385847910,祝姬,0,511823197511162062,1975-11-16,1,2,3,5,18124138593,96yZ-kSLN6@263.net,1,黑龙江省绥化市中大街66号,6034452496361950013,广州银行,1,借记卡,26032369,1020,2010-11-03,03:59:45
190590715768,彭家强,0,131028198703046850,1987-03-04,0,0,3,6,18537319647,f4SY8T6@wo.com.cn,2,河南省漯河市民航路8726号,4984516654217659,上海浦东发展银行,2,贷记卡,19052031,8805,2012-03-07,02:13:42
180751634274,令狐妙,0,371102196202195089,1962-02-19,1,1,1,4,13638856015,FBdMwL_Ci@yeah.net,3,安徽省铜陵市滨海卫75号,6215325924960086145,成都银行,1,借记卡,18078724,3871,2013-06-03,07:57:37
171312650123,郝晓枫,0,330282199008124597,1990-08-12,0,0,3,2,18864891676,tyqZMAtvl@aliyun.com,1,黑龙江省大兴安岭市团结湖路514号,4518101141161730,中国工商银行,2,贷记卡,17135035,4750,2016-11-27,15:23:49
061079481900,秦彪,0,360123196312279848,1963-12-27,1,2,0,7,14876963547,k2MCoL@icloud.com,2,四川省成都市幸福大街39号,6212010346627250,韩亚银行(中国),1,借记卡,06104447,7335,2011-12-13,04:27:53
201799264833,邹朝阳,0,130225196608298373,1966-08-29,0,1,4,1,19900855739,mOwVV3@189.cn,0,江苏省胥浦市解放西路972号,620408502449929379,中国工商银行,1,借记卡,20170806,7447,2010-11-10,06:57:44
260312201718,纪涟,0,130104196604262210,1966-04-26,0,2,1,3,16639095805,kktdN0JlO@shouji.163.com,4,陕西省延安市贡院街48号,4367697438227219,广发银行,2,贷记卡,26032471,2332,2014-12-17,12:22:35
231890646212,何晓荣,0,511603199703187670,1997-03-18,0,0,0,3,14708343365,nR8_fNV4rZ@sian.com.cn,1,北京市通州区解放东路75号,6217886672433298915,中国银行,1,借记卡,23188500,8007,2010-01-26,16:09:09
370023449480,李晓影,0,542329197605288456,1976-05-28,0,1,3,3,17508154152,N6C1Uu82y@21cn.com,3,甘肃省金昌市上海道41号,6210590158960081,双流诚民村镇银行,1,借记卡,37001235,5240,2013-10-17,07:52:28
070665128813,邵家和,0,430621196508115143,1965-08-11,1,2,3,4,14703257398,y_uw1tHl@wo.com.cn,0,广东省惠州市兴阳街6671号,554403362537314620,中国建设银行,2,贷记卡,07065008,4465,2011-05-02,03:25:13
170854745314,魏宾,0,51130319630311195X,1963-03-11,0,1,2,1,17101323600,Yvecy-yqM@sohu.com,0,云南省玉溪市嵩阳街5号,6214858762313906,招商银行,1,借记卡,17085302,8296,2010-03-30,10:03:01
071334815379,张和平,0,411601199012137141,1990-12-13,1,1,4,2,13184778519,iP2jLR@263.net,2,内蒙古自治区乌兰浩特市府右街8号,6282799334516609,莱商银行,2,贷记卡,07134564,0990,2014-03-22,03:52:48
260374729595,董小菲,0,653123197203225716,1972-03-22,0,0,4,1,18547527958,28XzKeRRS4@126.com,0,安徽省巢湖市归化路83号,6011257751465022,Discover Financial Services.Inc,2,贷记卡,26031165,3773,2013-09-22,13:47:59
131056926146,殷好运,0,431381198101186089,1981-01-18,1,2,4,2,19845517988,FxuHB-_HyK@outlook.com,2,上海市杨浦区府右街9号,6214624705015507321,广发银行,1,借记卡,13105446,5268,2011-04-09,08:07:19
161579358549,褚晓影,0,222403198905012963,1989-05-01,1,0,0,0,13822976623,eTfj_K6v2f@sian.com.cn,1,湖南省郴州市迎泽大街3号,6210107847802655,平凉市商业银行,1,借记卡,16157673,8287,2011-02-20,19:08:17
100147698055,袁建荣,0,330302199209088469,1992-09-08,1,1,2,1,17726648757,qeBPA39n4_@263.net,4,浙江省台州市鼓楼北大街43号,6212375073564808987,秦皇岛银行,1,借记卡,10019081,4031,2016-10-03,01:05:29
260907390776,酆发,0,52232719970511486X,1997-05-11,1,2,0,0,18893725858,jpkLmz@21cn.com,0,河北省唐山市东二旗77号,6217008971165055334,中国建设银行,1,借记卡,26099836,7793,2011-02-05,17:19:05
121079913360,岑光北,0,360730196409177377,1964-09-17,0,2,1,5,16711675884,S7sMd56@chinaren.com,3,辽宁省铁岭市人民广场5482号,6282071499728415,宁波银行,2,贷记卡,12109345,9131,2017-05-20,15:20:28
161458671482,李晓敏,0,210323198806288098,1988-06-28,0,1,1,1,14872770088,0p93zT@icloud.com,1,黑龙江省齐齐哈尔市民航路535号,6223222542393655,佛山顺德农村商业银行,1,借记卡,16147587,4582,2014-07-04,18:49:34
150576416225,戴璞,0,320507198211217561,1982-11-21,1,2,1,1,15974369411,teZmNTf@gmail.com,2,云南省西双版纳市正阳路4号,5220014785476544,北京银行,2,贷记卡,15050389,4384,2012-08-07,11:23:05
230795350019,康芃,0,421003197912267470,1979-12-26,0,1,4,4,16623343990,DolczS5q@vip.sohu.com,0,江苏省南通市金融街4号,6282287035290120,成都银行,2,贷记卡,23079768,7841,2017-06-26,07:12:25
040965789247,唐小敏,0,520222199306065360,1993-06-06,1,2,3,5,13026593725,Mw6HFV4lJe@126.com,1,陕西省榆林市东二旗453号,623400620828079723,中国工商银行,1,借记卡,04099837,2610,2017-09-18,06:10:53
040849244131,鲁洛,0,632802199502108393,1995-02-10,0,0,4,4,15129944739,qhqbgWEC-1@126.com,4,广东省东莞市体育广场461号,6224902264731369,星展银行(香港),1,借记卡,04089585,5056,2017-05-21,06:10:30
090784607007,陶社平,0,451102199711276585,1997-11-27,1,0,0,4,14699823243,dvuu8rP@sian.com.cn,0,湖南省张家界市嵩阳街4615号,62296213550384145,长治市商业银行,1,借记卡,09079189,9503,2011-04-21,16:35:15
190413378940,谢霞,0,230603197912275195,1979-12-27,0,1,0,5,16764339656,t8efs17u@189.cn,4,北京市平谷区贡院街9457号,620302505932163460,中国工商银行,1,借记卡,19044494,6992,2016-01-30,18:13:59
210784762085,魏亦凡,0,530901200005219999,2000-05-21,0,0,4,5,14539219351,NzP-vZ@163.com,4,辽宁省大连市安城街959号,940049352996847989,哈尔滨银行,1,借记卡,21074033,7785,2015-06-05,04:33:37
080436655706,许嵘,0,230621199104053966,1991-04-05,1,2,4,0,15554858201,omhxGxWFrt@me.com,1,山东省济南市府右街9号,623202735127412043,中国工商银行,1,借记卡,08040905,7987,2012-12-12,19:02:05
121197077192,柏小雨,0,371728197311156195,1973-11-15,0,2,4,3,18840751198,XYFWsq@tom.com,0,广西壮族自治区河池市民航路1号,622510621849049991,中国工商银行,1,借记卡,12111343,1640,2014-02-18,07:42:28
190487696555,郝东生,0,513231198409176031,1984-09-17,0,0,2,3,19824944392,NZd9MjNyYq@icloud.com,0,广东省云浮市站前街423号,6257088607053248,中国工商银行,2,贷记卡,19047248,7975,2015-12-07,21:19:08
190766038974,章蕊,0,340323198610253618,1986-10-25,0,0,0,7,15384015144,qbqDbvSxs@sohu.com,0,江西省宜春市向阳路412号,6283169309808119,中国建设银行,2,贷记卡,19077040,2071,2016-11-19,19:22:01
171237534650,宋元,0,22020419650419676X,1965-04-19,1,2,1,0,18589035988,f-XY62wX@vip.sina.com,2,湖南省长沙市黄河路1号,6213560164562775907,来安中银富登村镇银行,1,借记卡,17125536,9067,2011-12-14,20:58:42
181363477391,廉姬,0,23050519880401882X,1988-04-01,1,2,2,0,17395932361,WVjkh4@chinaren.com,4,云南省保山市体育广场692号,6222317599019483,中国工商银行,2,贷记卡,18134650,2948,2011-02-24,00:21:20
051043056987,许彪,0,341322198106087002,1981-06-08,1,0,0,2,17677112833,HIWV_Gx3A@yeah.net,4,重庆市康城街46号,6213990053151587,綦江民生村镇银行,1,借记卡,05100978,6219,2012-04-15,18:37:48
420045398179,许小芳,0,640401199704254585,1997-04-25,1,1,1,3,16769035045,bZrZBZLvj@shouji.163.com,0,新疆维吾尔自治区巴音郭楞市天化街888号,6226484737732595,吴江农商行,2,贷记卡,42008184,1774,2012-11-29,22:54:12
